timestamp,device_id,device_type,src_ip,dst_ip,connection_count,bytes_sent,bytes_received
2025-12-14 21:28:13,thermostat_hall,thermostat,192.168.1.250,148.91.54.152,5,64136,96236
2025-12-14 21:28:13,plug_bedroom,smart_plug,192.168.1.217,183.101.78.191,2,4137,59182
2025-12-14 21:28:13,lock_frontdoor,smart_lock,192.168.1.197,61.0.165.250,1,17581,34387
2025-12-14 21:28:13,speaker_kitchen,smart_speaker,192.168.1.6,48.185.157.122,10,82277,250197
2025-12-14 21:33:13,cam_livingroom,camera,192.168.1.16,81.40.43.248,15,297348,457528
2025-12-14 21:33:13,thermostat_hall,thermostat,192.168.1.210,37.64.65.243,8,83466,100229
2025-12-14 21:33:13,plug_bedroom,smart_plug,192.168.1.244,160.84.135.216,2,21975,71142
2025-12-14 21:33:13,lock_frontdoor,smart_lock,192.168.1.248,74.102.159.204,2,17585,49840
2025-12-14 21:33:13,speaker_kitchen,smart_speaker,192.168.1.173,186.191.224.231,11,207618,130473
2025-12-14 21:38:13,cam_livingroom,camera,192.168.1.32,83.115.32.173,22,470660,559198
2025-12-14 21:38:13,thermostat_hall,thermostat,192.168.1.7,170.117.112.3,4,73645,76130
2025-12-14 21:38:13,plug_bedroom,smart_plug,192.168.1.20,181.30.117.34,3,43446,51585
2025-12-14 21:38:13,lock_frontdoor,smart_lock,192.168.1.233,28.169.36.121,1,21423,44135
2025-12-14 21:38:13,speaker_kitchen,smart_speaker,192.168.1.73,191.248.109.67,7,174555,306958
2025-12-14 21:43:13,cam_livingroom,camera,192.168.1.187,166.242.124.242,26,378182,295381
2025-12-14 21:43:13,thermostat_hall,thermostat,192.168.1.208,124.97.48.49,4,86823,144512
2025-12-14 21:43:13,plug_bedroom,smart_plug,192.168.1.170,130.181.216.210,3,27427,81986
2025-12-14 21:43:13,lock_frontdoor,smart_lock,192.168.1.121,33.50.31.206,2,29876,26455
2025-12-14 21:43:13,speaker_kitchen,smart_speaker,192.168.1.188,106.55.127.98,12,87172,228168
2025-12-14 21:48:13,cam_livingroom,camera,192.168.1.50,157.229.71.216,27,213235,468232
2025-12-14 21:48:13,thermostat_hall,thermostat,192.168.1.48,91.236.127.38,4,52420,105686
2025-12-14 21:48:13,plug_bedroom,smart_plug,192.168.1.115,160.50.25.7,3,50512,62069
2025-12-14 21:48:13,lock_frontdoor,smart_lock,192.168.1.250,43.121.85.208,1,45761,42256
2025-12-14 21:48:13,speaker_kitchen,smart_speaker,192.168.1.126,143.109.205.30,8,121679,173136
2025-12-14 21:53:13,cam_livingroom,camera,192.168.1.44,117.1.199.135,23,371400,509154
2025-12-14 21:53:13,thermostat_hall,thermostat,192.168.1.239,136.146.216.249,5,61140,131311
2025-12-14 21:53:13,plug_bedroom,smart_plug,192.168.1.41,68.151.111.29,2,46276,57211
2025-12-14 21:53:13,lock_frontdoor,smart_lock,192.168.1.150,158.31.160.29,1,29040,53629
2025-12-14 21:53:13,speaker_kitchen,smart_speaker,192.168.1.14,169.244.80.29,10,74281,197889
2025-12-14 21:58:13,cam_livingroom,camera,192.168.1.247,150.41.95.35,27,204099,622750
2025-12-14 21:58:13,thermostat_hall,thermostat,192.168.1.154,37.120.206.61,6,84330,123451
2025-12-14 21:58:13,plug_bedroom,smart_plug,192.168.1.243,165.126.20.41,5,51970,68823
2025-12-14 21:58:13,lock_frontdoor,smart_lock,192.168.1.109,188.161.133.104,1,30071,28271
2025-12-14 21:58:13,speaker_kitchen,smart_speaker,192.168.1.173,100.122.135.202,9,118414,153266
2025-12-14 22:03:13,cam_livingroom,camera,192.168.1.35,191.153.234.161,28,138728,391008
2025-12-14 22:03:13,thermostat_hall,thermostat,192.168.1.239,38.4.234.51,7,109449,111856
2025-12-14 22:03:13,plug_bedroom,smart_plug,192.168.1.20,157.109.135.67,2,38597,54683
2025-12-14 22:03:13,lock_frontdoor,smart_lock,192.168.1.240,109.35.125.189,1,34907,44287
2025-12-14 22:03:13,speaker_kitchen,smart_speaker,192.168.1.74,60.224.154.4,5,127458,146910
2025-12-14 22:08:13,cam_livingroom,camera,192.168.1.172,161.153.53.68,29,222818,657662
2025-12-14 22:08:13,thermostat_hall,thermostat,192.168.1.69,49.54.79.139,5,56320,160963
2025-12-14 22:08:13,plug_bedroom,smart_plug,192.168.1.74,174.107.175.104,3,40527,78770
2025-12-14 22:08:13,lock_frontdoor,smart_lock,192.168.1.177,182.135.250.128,1,20126,48669
2025-12-14 22:08:13,speaker_kitchen,smart_speaker,192.168.1.233,33.47.216.141,8,110504,273600
2025-12-14 22:13:13,cam_livingroom,camera,192.168.1.13,20.170.66.134,8,197561,418428
2025-12-14 22:13:13,thermostat_hall,thermostat,192.168.1.43,133.218.4.57,4,109033,147697
2025-12-14 22:13:13,plug_bedroom,smart_plug,192.168.1.21,196.76.18.189,3,18769,71447
2025-12-14 22:13:13,lock_frontdoor,smart_lock,192.168.1.151,161.75.220.65,2,22380,36608
2025-12-14 22:13:13,speaker_kitchen,smart_speaker,192.168.1.12,98.186.20.183,10,146485,259300
2025-12-14 22:18:13,cam_livingroom,camera,192.168.1.55,194.127.52.181,18,368684,458871
2025-12-14 22:18:13,thermostat_hall,thermostat,192.168.1.201,163.208.79.121,6,57055,101756
2025-12-14 22:18:13,plug_bedroom,smart_plug,192.168.1.223,61.90.211.12,2,28533,48667
2025-12-14 22:18:13,lock_frontdoor,smart_lock,192.168.1.47,105.210.127.136,2,26458,44128
2025-12-14 22:18:13,speaker_kitchen,smart_speaker,192.168.1.42,199.55.195.19,11,142069,144493
2025-12-14 22:23:13,cam_livingroom,camera,192.168.1.221,140.113.102.235,24,311732,609708
2025-12-14 22:23:13,thermostat_hall,thermostat,192.168.1.91,98.116.114.12,5,109268,94814
2025-12-14 22:23:13,plug_bedroom,smart_plug,192.168.1.170,69.204.168.142,3,36252,64229
2025-12-14 22:23:13,lock_frontdoor,smart_lock,192.168.1.223,37.142.179.204,1,21831,29869
2025-12-14 22:23:13,speaker_kitchen,smart_speaker,192.168.1.175,157.169.14.59,10,143806,139088
2025-12-14 22:28:13,cam_livingroom,camera,192.168.1.226,86.91.135.19,35,420492,300417
2025-12-14 22:28:13,thermostat_hall,thermostat,192.168.1.29,172.222.176.160,6,87080,107632
2025-12-14 22:28:13,plug_bedroom,smart_plug,192.168.1.113,175.59.197.97,2,10919,80556
2025-12-14 22:28:13,lock_frontdoor,smart_lock,192.168.1.67,31.223.0.100,1,21428,40129
2025-12-14 22:28:13,speaker_kitchen,smart_speaker,192.168.1.95,130.35.169.160,8,102667,190191
2025-12-14 22:33:13,cam_livingroom,camera,192.168.1.171,51.153.158.209,22,323204,268989
2025-12-14 22:33:13,thermostat_hall,thermostat,192.168.1.85,123.151.65.98,4,56058,148803
2025-12-14 22:33:13,plug_bedroom,smart_plug,192.168.1.109,190.194.89.154,3,53704,66864
2025-12-14 22:33:13,lock_frontdoor,smart_lock,192.168.1.105,160.0.155.146,1,21581,35954
2025-12-14 22:33:13,speaker_kitchen,smart_speaker,192.168.1.55,130.164.238.226,10,86910,205967
2025-12-14 22:38:13,cam_livingroom,camera,192.168.1.115,192.109.242.86,32,155439,344482
2025-12-14 22:38:13,thermostat_hall,thermostat,192.168.1.170,41.145.171.47,6,72302,110930
2025-12-14 22:38:13,plug_bedroom,smart_plug,192.168.1.211,80.158.115.101,2,63309,60093
2025-12-14 22:38:13,lock_frontdoor,smart_lock,192.168.1.39,26.23.125.243,2,17861,44723
2025-12-14 22:38:13,speaker_kitchen,smart_speaker,192.168.1.158,38.233.212.99,10,115562,228815
2025-12-14 22:43:13,cam_livingroom,camera,192.168.1.185,198.196.253.204,20,240060,184513
2025-12-14 22:43:13,thermostat_hall,thermostat,192.168.1.64,57.2.54.217,5,26095,118874
2025-12-14 22:43:13,plug_bedroom,smart_plug,192.168.1.58,65.237.25.127,2,41903,34196
2025-12-14 22:43:13,lock_frontdoor,smart_lock,192.168.1.236,51.233.68.237,2,23411,33177
2025-12-14 22:43:13,speaker_kitchen,smart_speaker,192.168.1.172,155.162.226.218,6,174154,174273
2025-12-14 22:48:13,cam_livingroom,camera,192.168.1.214,160.228.81.243,31,289137,443064
2025-12-14 22:48:13,thermostat_hall,thermostat,192.168.1.117,86.126.141.248,6,73127,94498
2025-12-14 22:48:13,plug_bedroom,smart_plug,192.168.1.162,81.140.225.39,3,19576,62032
2025-12-14 22:48:13,lock_frontdoor,smart_lock,192.168.1.184,93.120.139.171,1,34221,39323
2025-12-14 22:48:13,speaker_kitchen,smart_speaker,192.168.1.83,158.41.70.77,8,124594,257563
2025-12-14 22:53:13,cam_livingroom,camera,192.168.1.61,118.78.109.32,35,475534,418879
2025-12-14 22:53:13,thermostat_hall,thermostat,192.168.1.108,124.169.238.212,7,107737,134334
2025-12-14 22:53:13,plug_bedroom,smart_plug,192.168.1.17,72.215.199.10,3,14895,36251
2025-12-14 22:53:13,lock_frontdoor,smart_lock,192.168.1.221,167.194.244.3,1,25601,14291
2025-12-14 22:53:13,speaker_kitchen,smart_speaker,192.168.1.243,110.152.199.214,13,64795,94830
2025-12-14 22:58:13,cam_livingroom,camera,192.168.1.139,159.112.249.112,24,299380,500389
2025-12-14 22:58:13,thermostat_hall,thermostat,192.168.1.71,131.248.14.199,4,88072,118997
2025-12-14 22:58:13,plug_bedroom,smart_plug,192.168.1.88,191.207.84.239,2,44968,49639
2025-12-14 22:58:13,lock_frontdoor,smart_lock,192.168.1.237,52.13.201.13,1,28032,30697
2025-12-14 22:58:13,speaker_kitchen,smart_speaker,192.168.1.23,184.219.69.236,8,62636,170423
2025-12-14 23:03:13,cam_livingroom,camera,192.168.1.48,32.133.194.167,34,303526,362534
2025-12-14 23:03:13,thermostat_hall,thermostat,192.168.1.56,136.167.172.194,6,92432,89389
2025-12-14 23:03:13,plug_bedroom,smart_plug,192.168.1.73,127.129.41.240,2,29090,49874
2025-12-14 23:03:13,lock_frontdoor,smart_lock,192.168.1.6,158.26.179.114,1,18987,14078
2025-12-14 23:03:13,speaker_kitchen,smart_speaker,192.168.1.168,37.20.15.126,11,132450,333944
2025-12-14 23:08:13,cam_livingroom,camera,192.168.1.53,25.78.122.64,30,452378,142906
2025-12-14 23:08:13,thermostat_hall,thermostat,192.168.1.123,191.58.111.238,5,37865,88602
2025-12-14 23:08:13,plug_bedroom,smart_plug,192.168.1.181,85.188.85.58,2,38618,67658
2025-12-14 23:08:13,lock_frontdoor,smart_lock,192.168.1.201,61.159.55.13,1,35839,36773
2025-12-14 23:08:13,speaker_kitchen,smart_speaker,192.168.1.239,99.192.203.101,8,102379,259101
2025-12-14 23:13:13,cam_livingroom,camera,192.168.1.21,171.124.52.154,20,161720,565772
2025-12-14 23:13:13,thermostat_hall,thermostat,192.168.1.219,195.61.21.177,8,72664,111820
2025-12-14 23:13:13,plug_bedroom,smart_plug,192.168.1.138,129.189.35.174,2,30154,45114
2025-12-14 23:13:13,lock_frontdoor,smart_lock,192.168.1.5,127.250.54.221,1,3977,42846
2025-12-14 23:13:13,speaker_kitchen,smart_speaker,192.168.1.247,112.235.78.222,9,83697,151161
2025-12-14 23:18:13,cam_livingroom,camera,192.168.1.47,153.138.247.238,28,352831,475937
2025-12-14 23:18:13,thermostat_hall,thermostat,192.168.1.113,171.137.165.125,3,85040,88121
2025-12-14 23:18:13,plug_bedroom,smart_plug,192.168.1.214,42.142.230.124,3,39357,12885
2025-12-14 23:18:13,lock_frontdoor,smart_lock,192.168.1.194,138.194.172.14,2,16765,42385
2025-12-14 23:18:13,speaker_kitchen,smart_speaker,192.168.1.128,103.93.249.108,6,231351,99449
2025-12-14 23:23:13,cam_livingroom,camera,192.168.1.92,86.174.143.141,20,261544,575786
2025-12-14 23:23:13,thermostat_hall,thermostat,192.168.1.144,22.97.43.123,5,98551,131149
2025-12-14 23:23:13,plug_bedroom,smart_plug,192.168.1.186,124.250.123.243,1,26437,62656
2025-12-14 23:23:13,lock_frontdoor,smart_lock,192.168.1.167,145.229.8.47,1,25357,36893
2025-12-14 23:23:13,speaker_kitchen,smart_speaker,192.168.1.77,76.207.124.156,10,113772,238389
2025-12-14 23:28:13,cam_livingroom,camera,192.168.1.171,168.188.242.176,26,240548,523541
2025-12-14 23:28:13,thermostat_hall,thermostat,192.168.1.110,160.169.180.232,6,61896,116693
2025-12-14 23:28:13,plug_bedroom,smart_plug,192.168.1.71,98.128.118.61,4,32757,68214
2025-12-14 23:28:13,lock_frontdoor,smart_lock,192.168.1.186,69.161.61.94,1,15935,17292
2025-12-14 23:28:13,speaker_kitchen,smart_speaker,192.168.1.51,75.247.141.144,9,56789,180802
2025-12-14 23:33:13,cam_livingroom,camera,192.168.1.253,45.99.151.116,29,78886,479451
2025-12-14 23:33:13,thermostat_hall,thermostat,192.168.1.94,65.154.7.64,6,75964,125068
2025-12-14 23:33:13,plug_bedroom,smart_plug,192.168.1.72,31.27.149.64,3,31016,63491
2025-12-14 23:33:13,lock_frontdoor,smart_lock,192.168.1.165,145.52.6.145,2,20100,40038
2025-12-14 23:33:13,speaker_kitchen,smart_speaker,192.168.1.122,142.225.174.94,11,85756,183578
2025-12-14 23:38:13,cam_livingroom,camera,192.168.1.249,33.129.244.58,22,265247,553642
2025-12-14 23:38:13,thermostat_hall,thermostat,192.168.1.212,36.205.251.37,5,48509,94671
2025-12-14 23:38:13,plug_bedroom,smart_plug,192.168.1.149,181.27.77.76,3,47566,68603
2025-12-14 23:38:13,lock_frontdoor,smart_lock,192.168.1.209,164.155.43.127,2,39014,28262
2025-12-14 23:38:13,speaker_kitchen,smart_speaker,192.168.1.32,162.213.115.194,7,126823,221778
2025-12-14 23:43:13,cam_livingroom,camera,192.168.1.117,133.152.219.156,28,294441,484996
2025-12-14 23:43:13,thermostat_hall,thermostat,192.168.1.147,178.30.50.106,4,67131,109407
2025-12-14 23:43:13,plug_bedroom,smart_plug,192.168.1.162,74.135.41.80,3,44709,61215
2025-12-14 23:43:13,lock_frontdoor,smart_lock,192.168.1.63,64.38.80.1,2,26001,24602
2025-12-14 23:43:13,speaker_kitchen,smart_speaker,192.168.1.106,135.240.149.16,13,99551,130519
2025-12-14 23:48:13,cam_livingroom,camera,192.168.1.61,93.144.232.36,24,553869,515494
2025-12-14 23:48:13,thermostat_hall,thermostat,192.168.1.177,79.135.101.217,5,61754,77636
2025-12-14 23:48:13,plug_bedroom,smart_plug,192.168.1.31,159.115.76.136,2,33241,63422
2025-12-14 23:48:13,lock_frontdoor,smart_lock,192.168.1.213,56.36.30.84,1,37352,33404
2025-12-14 23:48:13,speaker_kitchen,smart_speaker,192.168.1.204,98.147.224.63,6,119733,114042
2025-12-14 23:53:13,cam_livingroom,camera,192.168.1.121,196.155.206.139,23,369620,681119
2025-12-14 23:53:13,thermostat_hall,thermostat,192.168.1.130,158.252.224.41,7,47587,123500
2025-12-14 23:53:13,plug_bedroom,smart_plug,192.168.1.155,30.221.165.128,2,22721,92600
2025-12-14 23:53:13,lock_frontdoor,smart_lock,192.168.1.8,43.117.10.137,2,17739,42742
2025-12-14 23:53:13,speaker_kitchen,smart_speaker,192.168.1.149,30.89.240.226,8,98125,178362
2025-12-14 23:58:13,cam_livingroom,camera,192.168.1.236,91.92.223.251,22,438858,117581
2025-12-14 23:58:13,thermostat_hall,thermostat,192.168.1.250,43.240.178.209,7,22238,97719
2025-12-14 23:58:13,plug_bedroom,smart_plug,192.168.1.87,102.53.82.168,2,34201,61916
2025-12-14 23:58:13,lock_frontdoor,smart_lock,192.168.1.107,197.253.147.205,1,38018,45356
2025-12-14 23:58:13,speaker_kitchen,smart_speaker,192.168.1.210,160.18.232.45,12,91821,143584
2025-12-15 00:03:13,cam_livingroom,camera,192.168.1.82,84.165.59.206,22,348937,297234
2025-12-15 00:03:13,thermostat_hall,thermostat,192.168.1.223,151.0.236.211,6,91532,79787
2025-12-15 00:03:13,plug_bedroom,smart_plug,192.168.1.15,68.185.255.226,2,49911,37784
2025-12-15 00:03:13,lock_frontdoor,smart_lock,192.168.1.196,33.104.136.67,2,10641,53646
2025-12-15 00:03:13,speaker_kitchen,smart_speaker,192.168.1.239,93.224.248.62,8,161960,144782
2025-12-15 00:08:13,cam_livingroom,camera,192.168.1.9,181.122.81.159,17,375635,273371
2025-12-15 00:08:13,thermostat_hall,thermostat,192.168.1.143,23.208.47.115,3,112714,114330
2025-12-15 00:08:13,plug_bedroom,smart_plug,192.168.1.217,49.236.60.78,2,47661,53535
2025-12-15 00:08:13,lock_frontdoor,smart_lock,192.168.1.129,94.139.212.247,1,23544,39078
2025-12-15 00:08:13,speaker_kitchen,smart_speaker,192.168.1.252,140.124.233.74,6,95085,159092
2025-12-15 00:13:13,cam_livingroom,camera,192.168.1.100,68.69.35.141,25,334758,382530
2025-12-15 00:13:13,thermostat_hall,thermostat,192.168.1.199,126.174.136.1,5,32889,124555
2025-12-15 00:13:13,plug_bedroom,smart_plug,192.168.1.74,96.250.76.228,3,41671,57840
2025-12-15 00:13:13,lock_frontdoor,smart_lock,192.168.1.139,143.176.170.193,2,15969,41102
2025-12-15 00:13:13,speaker_kitchen,smart_speaker,192.168.1.118,102.96.122.196,6,68816,148759
2025-12-15 00:18:13,cam_livingroom,camera,192.168.1.61,125.22.162.242,25,265198,474819
2025-12-15 00:18:13,thermostat_hall,thermostat,192.168.1.182,117.197.77.253,5,38240,80303
2025-12-15 00:18:13,plug_bedroom,smart_plug,192.168.1.248,29.64.169.51,2,42887,27696
2025-12-15 00:18:13,lock_frontdoor,smart_lock,192.168.1.225,132.51.233.7,2,25478,27416
2025-12-15 00:18:13,speaker_kitchen,smart_speaker,192.168.1.186,56.209.79.38,11,144302,104041
2025-12-15 00:23:13,cam_livingroom,camera,192.168.1.122,87.173.203.41,37,290394,593659
2025-12-15 00:23:13,thermostat_hall,thermostat,192.168.1.220,104.194.162.249,5,76316,97954
2025-12-15 00:23:13,plug_bedroom,smart_plug,192.168.1.225,158.18.35.120,2,57749,64616
2025-12-15 00:23:13,lock_frontdoor,smart_lock,192.168.1.163,195.147.116.46,1,15297,45294
2025-12-15 00:23:13,speaker_kitchen,smart_speaker,192.168.1.113,45.51.227.85,8,110099,176278
2025-12-15 00:28:13,cam_livingroom,camera,192.168.1.179,96.14.23.166,28,406456,464950
2025-12-15 00:28:13,thermostat_hall,thermostat,192.168.1.205,34.150.183.191,6,97938,133017
2025-12-15 00:28:13,plug_bedroom,smart_plug,192.168.1.112,57.125.210.92,3,17681,53131
2025-12-15 00:28:13,lock_frontdoor,smart_lock,192.168.1.45,64.40.195.123,2,25661,38715
2025-12-15 00:28:13,speaker_kitchen,smart_speaker,192.168.1.129,169.73.118.236,7,137865,169336
2025-12-15 00:33:13,cam_livingroom,camera,192.168.1.165,85.235.130.4,24,368150,453539
2025-12-15 00:33:13,thermostat_hall,thermostat,192.168.1.232,139.147.80.37,6,38276,123031
2025-12-15 00:33:13,plug_bedroom,smart_plug,192.168.1.115,108.153.217.128,3,30255,72836
2025-12-15 00:33:13,lock_frontdoor,smart_lock,192.168.1.118,97.101.196.247,1,27300,16703
2025-12-15 00:33:13,speaker_kitchen,smart_speaker,192.168.1.29,80.195.183.151,12,60577,193352
2025-12-15 00:38:13,cam_livingroom,camera,192.168.1.181,95.11.202.140,29,371339,455877
2025-12-15 00:38:13,thermostat_hall,thermostat,192.168.1.4,164.25.254.146,5,105824,176966
2025-12-15 00:38:13,plug_bedroom,smart_plug,192.168.1.200,78.180.112.97,2,15818,27621
2025-12-15 00:38:13,lock_frontdoor,smart_lock,192.168.1.160,84.70.49.20,1,21745,22555
2025-12-15 00:38:13,speaker_kitchen,smart_speaker,192.168.1.81,132.17.186.67,8,42652,119630
2025-12-15 00:43:13,cam_livingroom,camera,192.168.1.25,95.167.212.89,29,278601,443817
2025-12-15 00:43:13,thermostat_hall,thermostat,192.168.1.53,53.187.139.84,6,100010,156633
2025-12-15 00:43:13,plug_bedroom,smart_plug,192.168.1.67,143.151.173.58,2,29628,44652
2025-12-15 00:43:13,lock_frontdoor,smart_lock,192.168.1.121,39.72.115.203,1,20032,34318
2025-12-15 00:43:13,speaker_kitchen,smart_speaker,192.168.1.249,162.187.46.202,12,97170,138382
2025-12-15 00:48:13,cam_livingroom,camera,192.168.1.5,87.63.232.188,27,229478,362047
2025-12-15 00:48:13,thermostat_hall,thermostat,192.168.1.174,192.134.195.190,7,115101,89616
2025-12-15 00:48:13,plug_bedroom,smart_plug,192.168.1.29,192.119.241.12,2,42521,70254
2025-12-15 00:48:13,lock_frontdoor,smart_lock,192.168.1.160,163.167.113.32,1,17613,22206
2025-12-15 00:48:13,speaker_kitchen,smart_speaker,192.168.1.164,138.154.209.59,8,86363,179586
2025-12-15 00:53:13,cam_livingroom,camera,192.168.1.37,31.19.155.252,22,322378,447947
2025-12-15 00:53:13,thermostat_hall,thermostat,192.168.1.31,44.120.69.198,7,100935,118294
2025-12-15 00:53:13,plug_bedroom,smart_plug,192.168.1.118,114.214.79.212,3,58160,62758
2025-12-15 00:53:13,lock_frontdoor,smart_lock,192.168.1.169,45.250.208.143,1,31463,40216
2025-12-15 00:53:13,speaker_kitchen,smart_speaker,192.168.1.10,196.189.111.227,11,140290,233333
2025-12-15 00:58:13,cam_livingroom,camera,192.168.1.115,80.185.50.188,30,235080,510070
2025-12-15 00:58:13,thermostat_hall,thermostat,192.168.1.141,185.183.31.203,5,75521,144195
2025-12-15 00:58:13,plug_bedroom,smart_plug,192.168.1.72,68.62.232.46,2,41019,60006
2025-12-15 00:58:13,lock_frontdoor,smart_lock,192.168.1.171,74.10.25.170,2,24371,22401
2025-12-15 00:58:13,speaker_kitchen,smart_speaker,192.168.1.64,52.105.35.106,11,179805,190681
2025-12-15 01:03:13,cam_livingroom,camera,192.168.1.152,75.119.168.75,26,457745,438088
2025-12-15 01:03:13,thermostat_hall,thermostat,192.168.1.203,172.1.141.74,6,76213,120255
2025-12-15 01:03:13,plug_bedroom,smart_plug,192.168.1.254,53.128.89.56,3,23681,55994
2025-12-15 01:03:13,lock_frontdoor,smart_lock,192.168.1.171,26.67.7.183,1,20158,37278
2025-12-15 01:03:13,speaker_kitchen,smart_speaker,192.168.1.204,80.165.8.89,8,135088,258276
2025-12-15 01:08:13,cam_livingroom,camera,192.168.1.69,33.64.215.58,24,129900,399188
2025-12-15 01:08:13,thermostat_hall,thermostat,192.168.1.192,36.243.229.185,4,19228,121200
2025-12-15 01:08:13,plug_bedroom,smart_plug,192.168.1.133,171.55.231.113,2,49462,73658
2025-12-15 01:08:13,lock_frontdoor,smart_lock,192.168.1.244,177.22.154.234,2,23206,54466
2025-12-15 01:08:13,speaker_kitchen,smart_speaker,192.168.1.166,27.31.245.205,7,155915,169671
2025-12-15 01:13:13,cam_livingroom,camera,192.168.1.111,195.55.251.227,18,444376,439731
2025-12-15 01:13:13,thermostat_hall,thermostat,192.168.1.20,40.164.75.33,7,78472,101098
2025-12-15 01:13:13,plug_bedroom,smart_plug,192.168.1.34,90.166.195.150,3,41372,63640
2025-12-15 01:13:13,lock_frontdoor,smart_lock,192.168.1.118,149.220.50.58,2,33993,40914
2025-12-15 01:13:13,speaker_kitchen,smart_speaker,192.168.1.220,187.110.220.231,8,192037,177992
2025-12-15 01:18:13,cam_livingroom,camera,192.168.1.229,78.211.173.232,17,140859,520587
2025-12-15 01:18:13,thermostat_hall,thermostat,192.168.1.104,126.48.160.218,5,26651,94430
2025-12-15 01:18:13,plug_bedroom,smart_plug,192.168.1.82,190.130.191.78,1,48282,37595
2025-12-15 01:18:13,lock_frontdoor,smart_lock,192.168.1.177,141.34.46.43,1,23618,35963
2025-12-15 01:18:13,speaker_kitchen,smart_speaker,192.168.1.192,115.66.30.168,49,1550945,1614486
2025-12-15 01:23:13,cam_livingroom,camera,192.168.1.173,51.210.181.216,26,95826,419102
2025-12-15 01:23:13,thermostat_hall,thermostat,192.168.1.224,33.147.159.180,5,67703,86043
2025-12-15 01:23:13,plug_bedroom,smart_plug,192.168.1.28,167.108.79.246,4,43690,45432
2025-12-15 01:23:13,lock_frontdoor,smart_lock,192.168.1.59,47.179.188.58,2,26204,28014
2025-12-15 01:23:13,speaker_kitchen,smart_speaker,192.168.1.197,91.115.219.13,10,94122,214911
2025-12-15 01:28:13,cam_livingroom,camera,192.168.1.157,188.136.14.92,26,242053,586126
2025-12-15 01:28:13,thermostat_hall,thermostat,192.168.1.71,199.158.173.179,7,76742,170257
2025-12-15 01:28:13,plug_bedroom,smart_plug,192.168.1.3,66.73.205.35,2,31565,57068
2025-12-15 01:28:13,lock_frontdoor,smart_lock,192.168.1.38,182.15.46.110,1,20128,32796
2025-12-15 01:28:13,speaker_kitchen,smart_speaker,192.168.1.98,127.232.174.80,10,78736,153535
2025-12-15 01:33:13,cam_livingroom,camera,192.168.1.96,99.166.43.26,24,514227,665942
2025-12-15 01:33:13,thermostat_hall,thermostat,192.168.1.41,60.25.41.139,6,44932,124928
2025-12-15 01:33:13,plug_bedroom,smart_plug,192.168.1.115,189.217.248.226,2,15976,59988
